Time (mins),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH)
26.333,59.666,75.742,79.216,83.259,46.630,38.595,34.139,32.703,59.020,48.651,52.416,48.161,57.198,62.217,52.121,39.047,37.171,40.646,40.071,35.858,40.200,54.220,43.790,37.919,50.274,57.089,50.412,54.132,51.491,51.265,50.706,53.652,56.393,51.075,51.962,77.389,89.009,71.491,72.265,69.132,58.534,72.031,33.464,31.558,31.586,37.727,64.543,60.326,50.368,67.363,68.961,31.395,48.248,42.832,43.185,33.010,49.688,47.805,46.664,52.798,53.166,52.573,49.923,54.352,49.930,46.644,49.478,51.359,51.185,52.711,57.321,54.299,55.581,54.608,55.571,60.174,58.239,56.568,68.878,43.444,45.181,75.556,34.838,44.380,39.421,34.418,35.385,37.627,45.826,38.782,43.768,42.180,65.020,42.638,40.133,43.101,40.659,32.949,56.458,51.293,53.088,53.674,52.756,47.644,44.201,51.479,60.343,52.202,38.981,37.393,34.667,63.603,52.455,40.947,45.950,29.072
26.350,61.836,75.563,79.479,82.982,46.452,38.117,33.871,31.756,60.497,48.902,53.654,48.618,57.562,62.076,52.347,38.694,35.539,39.464,39.787,34.783,39.590,54.558,44.163,38.441,51.057,57.898,51.470,54.743,51.831,51.511,50.307,53.390,55.426,51.098,51.905,77.362,88.691,69.060,72.618,70.212,60.203,70.670,33.289,31.910,32.061,37.578,64.403,59.777,51.220,66.086,68.601,31.206,47.808,42.114,42.956,32.709,49.436,47.858,46.591,53.421,53.387,52.984,50.994,55.732,51.826,48.448,47.652,50.235,49.490,53.107,55.712,53.155,55.560,54.311,56.728,58.421,58.132,57.367,66.479,44.930,45.417,75.078,34.980,45.244,40.352,35.676,35.687,38.340,47.532,40.339,44.460,41.555,66.989,42.410,40.015,42.846,40.598,33.320,58.605,52.494,54.969,53.538,53.339,47.587,43.426,50.469,58.436,52.064,38.862,37.678,34.485,62.573,52.275,40.837,45.957,29.083
26.367,59.652,75.266,79.223,82.782,46.891,38.903,34.460,32.582,59.574,47.684,54.326,52.471,57.471,63.874,51.896,38.040,35.888,40.968,40.293,35.328,40.102,54.357,44.004,39.141,50.865,58.138,51.407,55.267,51.593,51.487,50.580,52.295,56.175,50.932,50.905,76.693,88.044,70.832,70.746,69.743,60.471,71.974,34.703,31.598,32.233,37.519,66.727,62.285,54.043,66.980,68.470,31.158,47.891,42.522,43.464,33.472,50.376,48.562,46.852,53.879,53.086,52.988,52.105,55.612,54.246,47.036,48.439,50.933,51.379,52.028,54.551,53.788,56.964,52.559,56.689,57.900,56.603,56.989,67.512,44.475,45.537,74.852,35.302,45.228,41.105,36.055,37.424,39.626,47.806,40.323,46.005,43.482,67.271,43.121,39.995,43.702,40.849,34.698,58.123,53.215,56.270,54.649,53.388,47.470,42.712,52.110,59.469,52.202,38.988,37.700,34.542,62.362,54.042,40.980,45.962,29.193
26.383,64.477,74.879,79.565,82.999,46.398,37.808,32.736,32.139,60.137,49.606,52.851,50.756,56.529,62.487,51.584,37.536,35.266,39.872,39.270,35.047,39.682,,,31.587,79.807,,89.572,86.734,51.285,51.161,50.232,52.166,57.066,50.877,50.739,77.773,88.522,70.851,72.308,70.458,60.513,72.954,34.131,32.507,32.377,38.162,64.752,60.690,53.575,66.972,67.203,30.824,47.200,41.630,42.820,32.432,48.824,47.633,45.544,,89.415,86.077,92.581,83.177,88.772,47.069,46.968,48.692,49.719,54.375,55.903,54.759,54.540,54.206,55.508,60.356,56.208,56.601,68.943,42.259,42.306,76.022,34.996,44.587,40.530,36.733,37.102,39.467,46.385,39.932,44.972,41.829,66.763,42.152,39.382,42.748,40.046,32.449,91.608,99.776,84.964,84.736,,85.072,,73.750,,52.139,39.099,37.395,34.478,62.242,52.205,40.812,45.615,29.508
26.400,63.221,75.171,79.374,82.670,46.519,38.042,34.366,32.579,61.855,47.652,53.644,54.393,59.603,65.452,52.166,38.993,35.933,40.630,39.949,35.188,40.552,,94.147,74.238,80.864,,92.369,92.368,51.732,51.503,50.249,52.761,56.125,52.133,51.789,76.881,88.433,69.362,70.779,69.176,58.123,70.871,34.117,32.392,31.954,37.820,67.350,63.957,55.043,68.983,68.614,31.064,47.865,41.952,43.373,32.969,49.877,48.320,46.390,98.964,87.314,91.158,95.785,83.423,90.172,48.216,49.678,49.977,48.939,52.865,55.356,54.376,56.840,51.557,56.148,58.398,58.551,55.713,69.743,44.891,44.357,74.962,36.255,44.806,40.541,36.787,37.317,39.235,46.667,39.110,44.392,42.001,68.682,42.694,39.401,43.179,40.263,34.025,90.967,88.883,89.410,84.275,,93.667,97.692,87.463,,51.965,38.894,37.396,34.357,61.430,52.361,41.035,45.868,29.185
26.417,60.270,75.160,78.883,82.850,46.381,38.703,35.227,32.753,50.826,42.975,53.619,57.022,61.030,64.805,51.795,38.934,36.476,40.297,40.010,35.782,41.299,,72.104,68.844,67.454,89.208,76.407,78.900,51.824,51.043,50.946,54.367,56.549,51.095,51.114,76.890,88.462,70.023,69.976,69.386,59.908,70.238,34.782,32.353,31.906,38.278,68.353,64.461,61.338,70.428,72.532,31.477,47.943,42.160,43.552,33.114,50.156,48.633,46.665,77.799,72.742,75.353,77.815,71.677,74.754,48.570,48.416,51.383,50.405,53.379,55.214,54.142,58.453,56.123,57.111,59.258,57.346,56.285,67.492,44.158,44.723,74.814,35.293,45.700,40.560,36.317,36.616,39.069,47.003,39.359,44.187,42.460,71.649,43.080,39.724,42.784,40.267,33.969,75.341,71.955,77.189,70.519,82.887,76.850,74.126,76.462,96.503,52.096,38.832,37.775,34.509,63.868,52.433,41.071,46.090,29.337
26.433,60.005,74.262,78.513,82.235,46.218,38.448,34.413,33.438,45.870,51.668,47.282,46.528,54.628,57.848,51.806,38.231,35.641,40.475,40.163,35.407,40.807,,62.663,68.127,61.150,78.278,71.958,75.364,51.897,51.156,50.636,52.063,55.318,51.118,50.892,76.864,88.043,69.898,71.010,69.106,58.652,70.099,34.942,31.390,31.617,37.878,60.822,56.987,51.669,63.277,65.450,31.761,47.527,42.009,43.423,32.988,49.813,47.759,46.274,70.910,68.293,73.119,74.569,66.882,69.580,47.323,46.697,50.795,47.943,52.673,55.830,55.458,57.490,54.239,56.199,55.996,56.078,57.115,67.542,44.575,44.165,74.339,35.710,45.065,40.159,35.938,36.965,38.823,46.811,39.755,43.702,41.796,62.000,42.508,39.761,43.036,40.220,33.496,70.887,66.203,71.066,66.506,74.194,73.970,67.084,72.580,84.231,51.725,38.734,37.524,34.247,61.881,52.646,41.000,45.799,28.930
26.450,62.420,74.672,79.486,82.914,45.795,37.903,33.511,31.875,47.534,54.483,45.041,40.749,51.618,55.144,51.879,38.896,36.557,40.712,40.883,35.410,40.585,,91.324,79.258,83.320,,91.918,92.812,51.552,51.424,50.370,51.375,55.742,50.170,51.647,77.645,88.134,69.032,70.647,70.088,60.771,70.095,33.841,31.629,32.048,36.497,56.907,52.959,44.748,59.147,62.749,31.257,47.703,42.071,43.539,33.260,50.373,48.572,46.489,95.618,86.317,91.465,94.440,83.802,88.244,48.884,48.722,50.540,50.581,52.707,57.241,55.359,56.537,55.065,54.929,55.731,56.528,56.514,68.912,42.769,44.179,75.192,35.478,44.268,39.771,34.658,35.371,37.842,45.667,38.131,43.057,41.311,60.434,42.815,39.909,43.214,40.378,33.248,90.566,89.221,89.847,82.327,,95.740,95.388,89.621,,51.849,38.917,37.338,34.037,63.733,52.808,41.127,46.069,29.101
26.467,63.309,74.578,79.108,83.088,46.150,38.435,34.673,32.007,46.267,58.849,44.638,32.942,46.614,50.891,51.630,38.925,36.385,40.811,40.067,35.583,40.504,,88.039,70.685,82.254,,88.354,88.188,51.776,51.652,51.326,55.127,56.470,51.989,51.640,77.465,87.912,69.585,72.294,69.102,55.752,70.929,34.184,31.927,32.430,37.737,51.867,45.492,33.545,54.887,57.902,31.411,47.490,42.048,43.536,33.133,50.465,48.395,46.385,93.087,84.177,86.933,90.166,81.950,85.068,47.624,47.196,50.994,50.934,53.020,55.176,55.234,57.496,52.520,53.947,61.233,56.841,57.219,69.052,42.467,45.619,75.094,36.088,44.866,40.249,36.640,36.004,39.096,46.006,38.391,44.403,42.048,56.485,42.522,39.736,43.135,40.264,34.034,86.567,86.096,84.924,79.312,,89.663,87.295,84.755,,51.902,39.040,37.709,34.548,62.593,52.906,41.153,46.215,29.064
26.483,61.757,74.462,78.855,82.721,45.818,38.142,34.378,32.306,51.047,53.203,49.388,39.123,53.511,56.863,51.729,38.496,36.868,41.192,41.066,36.237,41.020,,95.567,69.062,89.534,,92.585,91.184,51.728,51.324,50.425,52.314,56.990,50.250,50.353,77.631,88.117,69.594,71.707,69.848,58.449,70.756,34.271,31.656,32.683,36.802,58.097,51.387,39.710,61.150,65.949,31.900,47.608,42.032,43.831,33.653,50.881,48.439,46.349,99.687,88.813,91.056,94.472,86.858,90.396,46.502,47.535,51.027,50.773,51.119,56.711,55.034,54.316,54.901,54.858,59.250,56.583,57.342,68.011,43.535,44.895,74.879,35.324,45.117,40.073,36.106,36.954,38.743,46.789,39.340,43.972,41.963,64.158,42.404,39.576,43.110,40.495,33.875,91.046,91.892,89.792,83.032,,91.896,96.657,87.155,,51.660,38.660,37.504,34.371,63.515,52.223,40.990,45.909,29.351
26.500,64.277,74.234,78.740,82.811,46.444,38.486,34.125,32.563,49.262,53.405,46.448,38.976,53.433,55.125,52.265,40.561,39.167,42.626,42.518,37.194,42.694,,92.800,74.025,85.629,,91.526,91.519,51.851,51.333,50.778,53.533,55.717,50.630,50.631,78.033,87.189,70.102,72.082,69.452,58.612,71.194,34.115,32.509,31.856,37.393,56.687,51.351,38.795,59.200,63.109,32.756,48.498,42.879,44.634,34.393,51.750,49.426,47.556,97.031,86.389,89.572,93.103,84.990,89.057,46.907,47.080,49.405,50.644,51.890,55.284,55.263,57.073,52.390,55.286,58.046,57.074,56.908,68.010,43.370,44.146,74.996,35.115,44.821,40.274,36.310,37.015,39.357,45.264,39.187,44.252,42.304,62.804,43.420,40.150,43.498,40.919,34.927,89.991,89.047,89.648,81.705,,92.361,94.162,86.847,,51.846,38.963,37.230,34.350,62.994,51.836,41.141,45.851,29.392
26.517,62.327,74.535,78.391,82.048,46.021,38.254,34.442,32.151,52.552,53.292,50.476,41.672,53.265,56.744,52.408,40.686,38.241,41.997,42.250,36.657,42.250,,84.595,73.716,76.773,,84.505,85.878,51.460,51.476,50.618,51.543,56.477,50.314,51.019,77.751,88.158,70.213,71.761,68.831,59.976,70.939,33.725,31.391,32.193,36.760,57.480,51.646,42.142,58.096,63.561,31.873,48.212,42.710,44.570,34.208,50.956,48.607,45.888,87.411,79.956,83.958,86.479,77.426,81.456,48.459,51.552,52.462,52.994,52.364,54.793,54.715,55.338,55.371,55.678,57.167,56.547,56.393,68.723,43.957,45.462,74.656,34.429,44.224,39.542,35.688,35.858,38.488,45.778,37.646,43.336,40.698,59.758,42.822,40.023,43.220,40.453,33.616,83.090,79.818,81.907,74.834,94.807,85.852,84.464,81.696,,51.683,38.897,37.479,34.409,64.146,53.461,41.127,45.729,29.263
26.533,60.874,74.212,78.597,82.860,46.554,39.054,34.751,32.622,51.361,50.956,51.549,46.753,52.627,56.541,52.623,41.112,38.335,42.683,42.513,36.943,42.306,23.705,34.297,51.081,38.898,46.374,49.427,54.137,51.931,51.273,50.724,52.200,57.046,50.815,51.316,77.766,88.123,70.192,70.904,69.344,60.662,70.813,34.521,31.259,31.487,38.132,58.112,54.693,47.940,59.428,63.059,32.327,48.106,43.034,44.557,34.356,51.205,49.411,46.987,46.799,48.905,50.912,49.447,48.058,47.790,49.687,48.651,52.599,50.074,55.325,56.492,55.006,57.259,55.435,56.449,58.535,57.248,56.261,68.728,44.430,46.305,74.562,36.355,45.626,40.547,36.836,37.201,38.611,45.097,38.367,43.948,41.517,60.509,43.063,40.286,43.446,40.667,34.305,49.595,43.808,51.957,48.352,42.474,46.478,37.690,50.652,42.832,51.767,38.930,37.292,34.592,62.545,53.067,41.214,45.824,29.375
26.550,62.724,74.308,78.287,82.533,46.666,39.012,35.081,32.776,51.587,51.526,49.869,47.450,53.376,56.092,52.618,41.066,39.275,42.503,42.625,37.340,42.478,53.681,40.084,35.424,46.686,55.328,46.766,51.895,51.917,51.630,50.956,54.187,56.446,51.952,52.227,78.113,87.821,69.877,73.046,69.138,62.179,71.912,34.413,31.698,32.674,37.557,59.020,54.181,49.341,59.000,60.751,32.336,48.320,43.137,44.876,34.666,51.441,49.776,46.761,49.845,50.256,48.474,45.363,50.300,45.456,47.768,50.262,49.603,52.716,53.209,55.932,55.693,59.414,55.212,54.679,59.785,59.286,58.266,67.710,43.050,44.975,75.197,36.493,44.674,40.519,35.891,36.955,39.386,47.154,37.931,44.540,42.098,61.184,43.253,40.154,43.822,40.436,34.531,50.573,45.750,46.798,47.387,45.729,40.254,35.758,46.186,54.295,51.835,39.289,37.811,34.364,65.030,54.231,41.177,46.636,29.856
26.567,62.310,74.785,78.153,82.025,47.310,39.165,34.786,32.880,52.542,50.348,51.050,49.481,54.240,57.574,52.835,41.140,39.335,42.995,42.514,36.804,41.997,53.637,39.862,34.937,46.606,55.262,46.989,51.264,51.457,51.286,50.392,52.334,55.638,50.055,51.089,78.032,87.458,69.465,71.101,68.708,59.410,70.948,34.215,31.387,32.801,38.555,60.528,58.302,53.065,61.302,66.043,32.840,48.130,43.320,45.308,34.666,51.750,49.268,46.854,49.048,49.461,48.145,43.985,49.805,44.466,46.774,49.531,49.844,49.441,52.546,53.861,52.849,55.207,51.781,55.286,57.630,57.602,56.429,69.083,44.107,45.088,74.739,35.913,44.772,39.880,36.361,37.518,39.335,46.679,39.648,44.025,42.244,62.922,42.888,40.071,43.500,40.932,33.825,48.923,44.580,45.897,47.532,43.994,41.462,35.544,44.140,53.045,51.704,38.475,37.216,34.227,62.210,52.233,41.307,46.290,29.212
26.583,60.433,73.758,78.531,82.207,46.989,38.913,34.425,32.237,55.984,47.362,53.290,52.363,57.587,60.818,52.880,41.963,39.627,43.000,43.179,37.674,43.588,54.319,39.999,35.151,46.790,55.921,46.415,50.957,51.914,51.288,50.816,52.309,55.963,50.516,51.189,77.616,87.069,70.728,71.162,69.280,61.693,70.172,34.752,31.431,32.682,38.379,63.390,61.455,56.747,64.799,68.487,33.027,48.602,43.661,45.252,35.223,52.059,49.943,47.146,49.369,49.685,48.359,43.405,49.241,44.795,45.865,48.820,47.525,50.962,52.606,55.058,53.137,54.529,54.701,54.217,57.432,57.979,56.572,68.260,44.282,45.360,74.247,36.443,45.475,40.456,36.322,36.958,39.027,47.434,38.729,45.620,42.217,66.489,43.646,40.360,43.782,40.891,34.175,48.152,45.518,46.462,46.638,44.345,38.015,34.715,44.237,53.110,51.602,38.754,37.455,34.063,60.676,53.122,40.914,46.059,29.503
26.600,59.157,73.869,78.480,82.085,46.586,38.799,34.308,33.554,57.451,45.814,56.459,55.813,58.082,62.798,52.760,40.837,39.353,42.510,42.363,36.979,42.481,54.713,40.199,35.151,47.418,55.846,47.246,51.908,51.691,51.113,50.962,51.616,56.994,51.051,50.743,78.140,87.643,70.024,73.036,68.500,60.498,71.013,34.975,32.429,32.819,38.429,64.969,63.311,59.092,66.890,68.869,32.495,48.144,42.894,44.728,34.502,51.363,49.815,46.553,50.442,50.367,48.619,45.533,50.063,46.811,45.582,46.594,49.853,50.464,52.402,55.722,53.865,56.908,55.757,56.048,58.004,56.926,56.136,69.243,43.567,42.966,74.631,36.299,45.008,40.376,36.235,36.565,40.239,47.279,39.765,44.795,42.853,66.050,42.792,40.024,43.434,40.201,32.587,50.557,45.670,47.631,48.021,44.430,41.130,35.387,44.892,54.437,51.631,38.757,37.358,34.072,63.098,54.789,41.096,45.887,29.128
26.617,62.131,73.647,77.620,81.877,46.982,38.902,35.008,32.894,56.571,44.854,56.327,55.443,59.207,62.808,52.669,40.782,39.312,43.319,42.938,37.630,43.164,54.754,40.813,35.549,47.764,56.343,47.225,51.212,51.923,51.344,50.926,52.624,57.240,52.401,51.359,77.770,87.716,69.459,72.321,68.348,59.717,70.666,34.726,32.617,32.842,37.369,64.913,62.289,59.093,67.640,69.001,32.772,48.395,43.425,45.044,34.773,51.936,49.529,46.840,50.609,51.237,49.915,45.426,50.917,45.779,48.323,47.759,50.405,52.056,50.742,55.633,54.390,58.221,55.452,55.445,56.866,56.609,56.055,68.417,44.309,46.103,74.251,36.151,45.327,40.272,35.666,36.961,39.248,46.497,40.627,44.553,40.695,67.279,43.090,40.216,43.758,40.743,33.453,50.063,46.307,46.939,48.624,45.871,41.799,36.278,45.673,54.441,51.798,38.526,37.344,34.123,62.960,53.384,40.962,46.129,29.505
26.633,58.883,72.805,78.004,81.605,47.095,39.008,35.820,33.247,57.226,43.324,58.318,55.808,58.013,63.184,52.616,41.813,39.253,42.771,42.993,37.491,42.755,54.484,40.330,35.262,47.415,55.392,47.303,52.117,51.560,51.328,50.276,49.947,55.654,50.454,50.793,77.709,87.266,70.852,71.090,70.059,61.120,69.861,35.362,33.335,33.158,38.370,65.198,64.034,58.831,67.022,69.620,33.127,48.607,43.271,44.693,34.896,51.915,49.962,47.307,51.182,51.442,49.559,45.818,51.346,46.534,45.791,47.450,47.739,50.330,52.565,53.222,51.548,55.815,53.416,54.935,58.116,55.937,56.058,67.379,43.968,45.345,73.920,37.127,45.766,41.697,37.244,37.870,40.700,47.501,40.140,46.143,43.665,66.493,43.638,40.259,43.430,40.706,33.876,51.481,47.106,47.505,49.232,45.363,40.900,35.973,45.384,54.257,51.501,38.346,37.252,34.346,62.427,54.001,40.876,46.485,29.276
26.650,61.490,73.531,77.848,81.657,47.779,40.387,35.961,34.380,56.111,44.223,58.058,54.877,58.261,64.173,52.666,41.478,39.871,42.856,42.773,37.871,43.273,54.849,40.199,35.098,47.619,55.803,47.220,51.010,51.325,51.876,51.127,53.639,56.510,51.516,51.553,77.877,87.638,69.911,71.306,69.009,61.879,70.120,35.521,34.230,33.528,39.575,65.641,64.415,59.774,68.961,68.518,32.735,48.660,43.627,45.309,35.024,52.568,50.162,47.564,50.126,51.201,48.855,45.458,51.015,47.458,47.773,48.885,50.835,52.127,52.537,53.721,53.154,57.724,51.924,54.638,57.918,56.876,56.303,67.574,44.237,45.743,74.433,36.547,46.619,42.237,37.194,38.631,41.970,48.304,42.978,46.286,44.376,67.746,43.668,40.597,43.793,41.049,34.228,51.434,45.371,47.247,47.899,46.679,42.224,35.296,45.452,54.223,52.096,38.892,37.518,33.913,63.878,53.784,41.435,46.370,29.444
26.667,60.851,73.297,78.013,82.186,47.445,39.134,35.639,32.149,53.793,46.168,56.324,52.424,58.168,61.221,52.897,41.029,40.113,43.768,43.067,38.457,43.642,54.871,41.091,35.770,47.937,56.641,48.659,52.191,51.654,51.306,50.762,51.929,56.319,50.935,50.856,78.252,87.426,69.501,70.398,68.591,62.956,71.699,34.235,32.399,32.407,37.307,62.798,61.413,55.789,66.353,68.308,33.076,48.737,43.853,45.610,35.244,52.713,50.433,47.864,50.768,50.915,50.337,46.740,51.823,47.794,48.015,46.595,48.716,48.671,52.866,54.836,54.713,56.233,52.738,55.359,58.678,56.740,56.591,69.787,43.166,42.984,74.671,35.367,45.348,40.662,35.045,37.990,39.662,46.236,39.491,44.461,42.591,67.653,43.824,40.485,43.777,41.095,33.888,50.988,46.096,47.319,48.380,46.069,40.318,35.599,45.880,53.993,51.890,38.448,37.247,34.298,63.170,53.155,41.040,46.133,29.397
26.683,66.562,75.862,79.179,83.646,49.049,40.890,36.600,34.767,57.362,45.937,57.367,54.289,59.095,63.167,52.710,41.631,39.981,44.081,43.115,39.033,43.561,54.712,41.362,35.936,48.586,56.470,48.327,52.238,51.671,51.312,50.495,52.868,55.968,50.326,50.477,78.976,89.066,71.971,73.357,71.968,60.866,71.578,36.381,34.753,34.505,39.853,66.265,63.167,57.789,67.605,66.814,33.366,48.889,43.961,45.748,35.175,53.002,50.871,47.834,51.704,51.823,49.832,46.822,51.099,46.871,46.374,46.704,49.832,49.950,51.379,53.721,55.184,56.044,51.070,55.325,57.045,55.381,56.024,70.446,42.632,44.146,76.544,38.113,46.462,42.616,39.800,40.645,42.067,49.592,43.176,47.000,45.533,68.099,44.273,40.349,43.721,41.416,33.897,51.253,47.338,47.554,47.789,46.630,40.595,37.699,45.916,54.878,51.687,38.364,36.923,34.145,62.278,51.423,40.990,46.088,29.311
26.700,73.091,77.449,80.470,83.997,48.090,41.058,35.936,33.939,57.147,46.046,58.269,53.103,58.532,62.575,53.497,42.831,41.120,44.362,43.825,38.530,44.518,54.392,40.649,35.154,47.895,55.252,46.706,51.697,51.570,51.342,50.844,52.103,55.381,50.685,50.256,82.061,90.061,74.419,77.514,74.180,70.441,76.042,35.956,33.793,34.288,40.165,63.922,62.428,57.185,65.160,66.313,33.972,49.141,44.392,46.128,35.700,53.724,51.253,48.500,50.816,49.907,49.502,44.971,50.856,45.714,47.734,47.972,48.988,51.735,52.506,55.175,55.812,58.154,53.538,55.646,57.191,57.304,55.951,74.148,36.639,39.287,79.016,37.655,46.338,43.133,39.308,40.147,42.310,49.715,42.921,47.213,45.073,66.394,44.413,40.647,44.408,41.686,34.898,50.820,44.935,47.144,48.595,46.407,40.764,35.300,45.355,54.714,51.306,38.394,36.916,34.092,63.852,53.044,41.054,45.910,29.012
26.717,67.239,77.034,80.665,83.967,47.537,39.798,35.205,32.738,54.910,43.373,58.951,54.443,58.915,63.087,52.940,42.191,40.569,44.031,43.384,38.858,43.777,54.721,40.346,34.860,48.411,56.334,47.115,51.873,51.484,51.151,50.157,52.521,54.249,50.833,50.450,80.056,88.976,72.368,74.854,70.246,65.135,73.189,34.379,32.533,33.027,37.365,65.242,63.467,57.250,67.360,71.046,33.836,48.992,44.095,45.470,35.513,53.293,51.034,47.872,50.775,50.649,48.835,45.068,50.940,46.292,47.746,48.207,50.070,47.881,51.783,55.045,53.026,53.758,58.372,54.874,57.735,56.738,56.101,72.014,39.568,41.092,77.801,36.183,45.403,41.335,37.527,38.397,39.906,46.703,38.860,45.495,42.817,67.876,44.311,40.432,43.962,41.241,33.708,50.184,46.196,47.578,48.945,45.228,40.088,35.339,44.906,54.275,51.354,38.491,37.483,34.387,62.190,52.715,41.456,46.022,29.264
26.733,65.005,75.932,79.333,82.691,47.837,40.289,34.146,30.942,57.360,44.055,57.838,54.240,58.070,63.049,53.232,42.955,41.626,44.759,44.201,39.259,43.764,55.164,40.879,35.194,48.585,56.099,48.409,51.904,51.188,51.391,50.602,51.917,56.543,50.255,51.362,79.698,88.280,72.048,73.376,70.618,65.046,74.352,32.323,29.920,29.996,36.466,65.108,61.425,57.631,67.908,69.807,34.239,49.227,44.482,46.247,36.155,53.511,51.347,48.581,51.132,50.966,50.105,46.479,51.179,45.546,47.844,46.327,50.622,49.990,52.189,54.524,53.519,55.348,56.230,56.288,56.682,57.005,56.187,69.442,41.465,42.337,76.872,34.362,43.278,39.032,34.625,36.107,37.530,44.843,37.832,42.665,40.061,67.243,44.342,40.793,44.157,41.460,34.180,50.716,45.685,47.621,47.614,47.196,40.166,36.436,45.295,54.097,51.396,38.250,36.960,34.079,63.256,53.375,41.368,46.238,29.245
26.750,64.483,75.213,78.400,82.776,47.258,39.334,32.727,29.695,56.653,44.017,56.790,52.816,58.289,61.908,52.769,43.420,42.135,44.755,44.110,39.320,44.625,54.637,41.224,35.856,48.892,56.218,48.090,52.188,51.532,51.202,50.711,51.881,55.616,51.128,49.581,79.409,88.741,71.806,72.658,71.078,66.433,73.727,30.318,28.807,29.488,34.816,64.288,61.841,55.641,66.425,67.573,33.720,49.175,44.494,46.073,36.228,53.001,50.812,48.157,51.943,51.137,50.045,46.438,51.632,45.955,46.053,48.973,48.456,50.334,51.097,53.534,54.504,55.679,54.903,54.385,55.933,56.257,55.574,71.033,41.867,45.104,76.492,32.420,42.845,36.552,33.620,34.304,35.216,41.233,36.417,40.470,37.513,65.175,44.505,40.516,44.228,41.599,34.388,50.389,44.507,46.855,48.323,45.816,41.441,35.318,46.171,54.877,51.566,38.685,37.439,33.771,62.665,52.094,41.380,46.015,29.506
26.767,65.142,74.692,78.451,82.498,50.029,42.608,35.989,33.787,55.360,45.212,54.370,53.088,57.612,60.749,53.036,43.054,41.844,43.943,43.689,39.632,44.145,55.161,41.202,35.555,48.870,57.036,48.259,52.364,51.849,51.401,50.684,53.281,55.949,50.401,51.538,80.319,88.643,72.259,73.022,71.796,65.838,74.490,35.089,32.949,33.371,39.639,64.041,62.733,57.026,66.520,67.209,34.477,49.200,44.461,46.054,35.405,52.551,50.795,48.089,52.014,50.474,50.316,46.889,50.563,46.848,48.182,47.847,50.881,51.136,53.473,55.511,54.444,56.886,54.514,55.616,57.987,56.650,56.203,69.950,40.674,42.711,76.705,36.435,45.689,42.390,36.843,38.798,40.288,48.481,40.821,45.192,43.084,66.284,44.277,40.633,44.114,41.350,33.946,50.815,45.938,47.118,48.364,46.745,40.851,36.459,44.856,54.668,51.675,38.532,37.244,34.149,63.147,52.106,41.054,46.088,29.308
26.783,61.743,74.819,78.144,82.138,53.112,45.203,39.473,36.068,50.014,45.204,53.548,54.082,61.159,63.373,53.249,44.017,41.899,44.638,44.103,39.780,45.150,55.940,41.692,35.458,48.969,57.121,48.744,52.729,51.973,50.648,50.625,51.218,55.904,51.440,50.543,79.402,88.389,71.202,72.675,70.730,64.999,73.399,37.903,35.742,35.545,42.270,65.519,64.567,60.290,68.743,70.884,34.108,49.558,44.342,46.219,35.856,52.841,50.859,47.937,51.034,51.215,48.881,46.564,51.140,45.729,46.637,45.277,48.176,49.984,52.312,54.812,54.240,55.141,52.776,54.026,57.406,57.308,55.949,69.717,40.841,43.123,76.159,39.361,47.684,45.074,40.392,40.807,43.385,51.518,43.080,47.957,46.913,70.176,44.437,40.572,44.278,41.586,33.873,51.078,45.155,47.037,48.016,45.749,43.001,36.461,46.464,54.854,51.692,38.485,37.171,33.810,60.919,53.349,40.892,46.066,29.264
